Hugo_Symbol	Entrez_Gene_Id	GrCh37_Isoform	GrCh37_RefSeq	GrCh38_Isoform	GrCh38_RefSeq	# of occurrence within resources (column d_J)	OncoKB_Annotated	Is_Oncogene	Is_Tumor_Suppressor_Gene	Msk_Impact	Msk_Heme	Foundation_One	Foundation_One_Heme	Vogelstein	Sanger_Cgc(05/30/2017)	Tier_CGC(v.92)	In_CGC(v.92)	Role_In_Cancer_CGC(v.92)	In_CIViC(08_21)	Description_CIViC(08_21)	Inclusion_Level
ECT2L	345930	ENST00000367682	NM_001077706.2	ENST00000367682	NM_001077706.2	2.0	Yes	No	Yes	No	No	No	Yes	No	No	2.0	Yes		No		1.0
EGR1	1958	ENST00000239938	NM_001964.2	ENST00000239938	NM_001964.2	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
ELF4	2000					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		
ELL	8178					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
EML4	27436					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
EMSY	56946					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
EP400	57634	ENST00000389561	NM_015409.3	ENST00000389561	NM_015409.3	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
EPOR	2057	ENST00000222139	NM_000121.3	ENST00000222139	NM_000121.3	2.0	Yes	Yes	No	No	No	No	Yes	No	No		No		Yes		2.0
EPS15	2060					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
ESCO2	157570	ENST00000305188	NM_001017420.2	ENST00000305188	NM_001017420.2	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
ETAA1	54465	ENST00000272342	NM_019002.3	ENST00000272342	NM_019002.3	2.0	Yes	No	Yes	Yes	No	No	No	No	No		No		No		2.0
EZHIP	340602	ENST00000342995	NM_203407.2	ENST00000342995	NM_203407.2	2.0	Yes	Yes	No	Yes	No	No	No	No	No		No		No		2.0
EZR	7430					2.0	No	No	No	No	No	Yes	No	No	Yes	1.0	Yes	fusion	No		
FANCE	2178					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG	No		
FANCF	2188					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG	No		
FCGR2B	2213					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		
FCRL4	83417					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
FGF10	2255					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
FGF14	2259					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
FGF23	8074					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
FGF6	2251					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
FHIT	2272					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
FOXF1	2294	ENST00000262426	NM_001451.2	ENST00000262426	NM_001451.2	2.0	Yes	Yes	Yes	Yes	No	No	No	No	No		No		Yes		2.0
FOXO3	2309					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	Yes		
FOXO4	4303					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		
FSTL3	10272					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
FURIN	5045	ENST00000268171	NM_001289823.1	ENST00000268171	NM_001289823.1	2.0	Yes	Yes	No	No	Yes	No	No	No	No		No		No		2.0
FUS	2521					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
GAB1	2549	ENST00000262994	NM_002039.3	ENST00000262994	NM_002039.3	2.0	Yes	Yes	No	Yes	No	No	No	No	No		No		No		2.0
GAB2	9846	ENST00000361507	NM_080491.2	ENST00000361507	NM_080491.2	2.0	Yes	Yes	No	Yes	No	No	No	No	No		No		No		2.0
GAS7	8522					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
GID4	79018					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
GPHN	10243					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
GTF2I	2969	ENST00000324896	NM_032999.3	ENST00000573035	NM_032999.3	2.0	Yes	Yes	No	No	Yes	No	No	No	No		No		No		2.0
H1-5	3009	ENST00000331442	NM_005322.2	ENST00000331442	NM_005322.2	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
H2BC8	8339	ENST00000244601	NM_003518	ENST00000541790	NM_003518	2.0	Yes	No	No	No	Yes	No	No	No	No		No		No		2.0
H4C9	8294					2.0	No	No	No	No	No	No	Yes	No	Yes		No		No		
HERPUD1	9709					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
HEY1	23462					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
HIP1	3092					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
HLA-C	3107	ENST00000376228	NM_002117.5	ENST00000376228	NM_002117.5	2.0	Yes	No	Yes	Yes	No	No	No	No	No		No		Yes		2.0
HLF	3131					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
HMGA1	3159					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
HMGA2	8091					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		
HOXA11	3207					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		
HOXA13	3209					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
HOXA9	3205					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		
HOXC11	3227					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
HOXC13	3229					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
HOXD11	3237					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
HOXD13	3239					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
HSP90AA1	3320					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
HSP90AB1	3326					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
IGH	3492					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
IGK	50802					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
IGL	3535					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
IL21R	50615					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
IL3	3562	ENST00000296870	NM_000588.3	ENST00000296870	NM_000588.3	2.0	Yes	Yes	No	No	No	No	Yes	No	No		No		No		2.0
ITK	3702					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
KBTBD4	55709	ENST00000395288	NM_016506.5	ENST00000395288	NM_016506.5	2.0	Yes	No	No	Yes	No	No	No	No	No		No		No		2.0
KDSR	2531					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
KIF5B	3799					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
KLF5	688	ENST00000377687	NM_001730.4	ENST00000377687	NM_001730.4	2.0	Yes	Yes	No	Yes	No	No	No	No	No		No		No		2.0
KLHL6	89857					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
KSR2	283455	ENST00000339824		ENST00000339824		2.0	Yes	Yes	No	No	Yes	No	No	No	No		No		No		2.0
LASP1	3927					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
LEF1	51176					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, TSG	No		
LPP	4026					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
LRP1B	53353					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG	Yes	LRP1B is a putative tumor suppressor and a member of the low-density lipoprotein (LDL) receptor family. The LDL receptor family have roles related to clearance of extracellular ligand and are proposed to be involved in extracellular signal transduction. silencing and down-expression of LRP1B as been observed in renal cell carcinoma and thyroid cancer. Further Deletion of LRP1B has been associated with chemotherapy resistance in high-grade serous cancers.	
LTB	4050	ENST00000376117	NM_002341.1	ENST00000376117	NM_002341.1	2.0	Yes	Yes	Yes	No	Yes	No	No	No	No		No		No		2.0
LYL1	4066					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
MAD2L2	10459	ENST00000235310	NM_001127325.1	ENST00000235310	NM_001127325.1	2.0	Yes	Yes	Yes	Yes	No	No	No	No	No		No		No		2.0
MGAM	8972	ENST00000549489	NM_004668.2	ENST00000549489	NM_004668.2	2.0	Yes	Yes	No	No	Yes	No	No	No	No		No		No		2.0
MLF1	4291					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
MLLT3	4300					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
MLLT6	4302					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
MN1	4330					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		
MOB3B	79817	ENST00000262244	NM_024761.4	ENST00000262244	NM_024761.4	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
MPEG1	219972	ENST00000361050	NM_001039396.1	ENST00000361050	NM_001039396.1	2.0	Yes	No	No	No	Yes	No	No	No	No		No		No		2.0
MRTFA	57591					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		
MSN	4478					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
MUC1	4582					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
MYH11	4629					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
MYH9	4627					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
NADK	65220	ENST00000341426	NM_001198993.1	ENST00000341426	NM_001198993.1	2.0	Yes	Yes	No	Yes	No	No	No	No	No		No		No		2.0
NCOA2	10499					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		
NDRG1	10397					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
NFE2	4778	ENST00000312156	NM_001136023.2	ENST00000312156	NM_001136023.2	2.0	Yes	Yes	No	No	Yes	No	No	No	No		No		No		2.0
NFKB2	4791					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		
NIN	51199					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
NRG1	3084	ENST00000405005	NM_013964.3	ENST00000405005	NM_013964.3	2.0	Yes	Yes	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	Yes		1.0
NUMA1	4926					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
NUP214	8021					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
NUTM2A	728118					2.0	No	No	No	No	No	No	Yes	No	Yes		No		No		
PAFAH1B2	5049					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
PAX3	5077					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
PAX7	5081					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
PAX8	7849	ENST00000263334	NM_003466.3	ENST00000348715	NM_003466.3	2.0	Yes	Yes	No	No	No	No	No	No	Yes	1.0	Yes	fusion	Yes	PAX8 is one of nine transcription factors within the PAX gene family. It has been observed to be expressed during embryonic development however expression attenuates after development in all but a few tissues. Research has indicated that over-expression of PAX proteins in general are not an initiating event in tumorgenesis however they may facilitate malignant development. PAX8 is expressed in 80-96% of all High-grade serous carcinomas (HGSC) and is commonly used as a marker for the disease. In addition PAX8 has become a useful biomarker for differentiating between mullerian mucinous and non-mullerian tumors. PAX8 has also been associated with neoplasms in the kidney and thyroid.	1.0
PBX1	5087					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
PCM1	5108					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
PDE4DIP	9659					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
PDK1	5163					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
PDS5B	23047	ENST00000315596	NM_015032.3	ENST00000315596	NM_015032.3	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
PER1	5187					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
PGBD5	79605	ENST00000525115	NM_001258311.1	ENST00000525115	NM_001258311.1	2.0	Yes	Yes	No	Yes	No	No	No	No	No		No		No		2.0
PICALM	8301					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
PIGA	5277	ENST00000333590	NM_002641.3	ENST00000333590	NM_002641.3	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
PLAG1	5324					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
PML	5371					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	Yes	The PML-RARA fusion is the result of a recurrent, balanced translocation between chromosomes 15 and 17, denoted as t(15;17)(q22;q12), and a diagnostic event in acute promyelocytic leukemia (APL). Both in vitro and in vivo studies have shown sensitivity to ATRA (all-trans retinoic acid) in APL patients harboring the PML-RARA fusion. Recent interest has been shown in combining ATRA and arsenic trioxide for treating these patients, and early results seem promising. However, newly discovered mutations in the B2 domain of PML have started to show conferred resistance to ATRA in these patients.	
POU2AF1	5450					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
PPP2R2A	5520	ENST00000380737	NM_002717.3	ENST00000380737	NM_002717.3	2.0	Yes	No	Yes	No	No	Yes	No	No	No		No		No		2.0
PRDM16	63976					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
PRKACA	5566	ENST00000308677	NM_002730.3	ENST00000308677	NM_002730.3	2.0	Yes	Yes	No	No	No	No	No	No	Yes	1.0	Yes	oncogene	Yes	PRKACA has been studied in breast cancer and has been found to mediate resistance to HER2 targeted therapies. It has also been found to contain a mutation hotspot that contributes to neoplastic behavior in neuroendocrine cancers. In hepatocellular fibrolamellar carcinoma (FL-HCC), the fusion DNAJB1 to PRKACA is suggested to be a diagnostic marker for this rare subtype of HCC. In one study, this fusion was observed in 15/15 FL-HCC cases examined and functional studies found that the fusion retained kinase activity.	1.0
PRRX1	5396					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
PSIP1	11168					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
PTPN1	5770	ENST00000371621	NM_001278618.1	ENST00000371621	NM_001278618.1	2.0	Yes	Yes	Yes	No	Yes	No	No	No	No		No		No		2.0
PTPRO	5800					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
QKI	9444					2.0	No	No	No	No	No	Yes	No	No	Yes	1.0	Yes	oncogene, TSG	No		
RABEP1	9135					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
RAP1GDS1	5910					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
RELN	5649	ENST00000428762	NM_005045.3	ENST00000428762	NM_005045.3	2.0	Yes	No	No	No	No	No	Yes	No	No		No		No		2.0
REST	5978	ENST00000309042	NM_001193508.1	ENST00000309042	NM_001193508.1	2.0	Yes	No	Yes	Yes	No	No	No	No	No		No		No		2.0
RHOH	399					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
RNF213	57674					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
ROBO1	6091	ENST00000464233	NM_002941.3	ENST00000464233	NM_002941.3	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
RPL22	6146					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
RPN1	6184					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
RSPO2	340419					2.0	No	No	No	No	No	Yes	No	No	Yes	1.0	Yes	TSG, fusion	No		
SAMHD1	25939	ENST00000262878	NM_015474.3	ENST00000646673	NM_015474.3	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
SCG5	6447	ENST00000300175	NM_001144757.1	ENST00000300175	NM_001144757.1	2.0	Yes	Yes	No	Yes	No	No	No	No	No		No		No		2.0
SDC4	6385					2.0	No	No	No	No	No	Yes	No	No	Yes	1.0	Yes	fusion	No		
SERPINB3	6317	ENST00000283752	NM_006919.2	ENST00000283752	NM_006919.2	2.0	Yes	Yes	Yes	Yes	No	No	No	No	No		No		No		2.0
SERPINB4	6318	ENST00000341074	NM_002974.3	ENST00000341074	NM_002974.3	2.0	Yes	No	No	Yes	No	No	No	No	No		No		No		2.0
SET	6418					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
SETD1A	9739	ENST00000262519	NM_014712.2	ENST00000262519	NM_014712.2	2.0	Yes	Yes	No	No	Yes	No	No	No	No		No		No		2.0
SETD1B	23067	ENST00000604567	XM_005253858.3	ENST00000604567	XM_005253858.3	2.0	Yes	No	No	No	Yes	No	No	No	No	2.0	Yes	TSG	No		1.0
SETD3	84193	ENST00000331768	NM_032233.2	ENST00000331768	NM_032233.2	2.0	Yes	No	No	No	Yes	No	No	No	No		No		No		2.0
SETD4	54093	ENST00000332131	NM_017438.4	ENST00000332131	NM_017438.4	2.0	Yes	No	No	No	Yes	No	No	No	No		No		No		2.0
SETD5	55209	ENST00000402198	NM_001080517.2	ENST00000402198	NM_001080517.2	2.0	Yes	No	No	No	Yes	No	No	No	No		No		No		2.0
SETD6	79918	ENST00000219315	NM_001160305.1	ENST00000219315	NM_001160305.1	2.0	Yes	No	No	No	Yes	No	No	No	No		No		No		2.0
SETD7	80854	ENST00000274031	NM_001306199.1	ENST00000274031	NM_001306199.1	2.0	Yes	No	No	No	Yes	No	No	No	No		No		No		2.0
SETDB2	83852	ENST00000354234	NM_031915.2	ENST00000317257	NM_031915.2	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
SH3GL1	6455					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
SLC34A2	10568					2.0	No	No	No	No	No	Yes	No	No	Yes	1.0	Yes	TSG, fusion	No		
SLFN11	91607	ENST00000308377	NM_001104587.1	ENST00000308377	NM_001104587.1	2.0	Yes	No	Yes	Yes	No	No	No	No	No		No		Yes		2.0
SMARCA2	6595	ENST00000349721	NM_001289396.1	ENST00000349721	NM_001289396.1	2.0	Yes	No	Yes	Yes	No	No	No	No	No		No		No		2.0
SMG1	23049	ENST00000446231	NM_015092.4	ENST00000446231	NM_015092.4	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
SOCS3	9021	ENST00000330871	NM_003955.4	ENST00000330871	NM_003955.4	2.0	Yes	No	Yes	No	No	No	Yes	No	No		No		No		2.0
SP140	11262	ENST00000392045	NM_007237.4	ENST00000392045	NM_007237.4	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
SPRTN	83932	ENST00000295050	NM_032018.6	ENST00000295050	NM_032018.6	2.0	Yes	No	Yes	Yes	No	No	No	No	No		No		No		2.0
SRSF3	6428					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
SSX1	6756					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		
SSX2	6757					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		
SSX4	6759					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		
STAG1	10274	ENST00000383202	NM_005862.2	ENST00000383202	NM_005862.2	2.0	Yes	No	Yes	No	Yes	No	No	No	No	2.0	Yes	TSG	No		1.0
TAF15	8148					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
TAL2	6887					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
TET3	200424	ENST00000409262	NM_144993	ENST00000409262	NM_144993	2.0	Yes	No	Yes	No	Yes	No	No	No	No		No		No		2.0
TFG	10342					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
TNFRSF17	608					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		
TPM3	7170					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
TPM4	7171					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
TRA	6955					2.0	Yes	Yes	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		1.0
TRB	6957					2.0	Yes	Yes	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		1.0
TRD	6964					2.0	Yes	Yes	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		1.0
TRG	6965					2.0	Yes	Yes	No	No	No	No	Yes	No	No		No		No		2.0
TRIM24	8805					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		
TRIP11	9321					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
TRIP13	9319	ENST00000166345	NM_004237.3	ENST00000166345	NM_004237.3	2.0	Yes	Yes	Yes	Yes	No	No	No	No	No		No		No		2.0
USP6	9098					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
VAV1	7409	ENST00000602142	NM_005428.3	ENST00000602142	NM_005428.3	2.0	Yes	Yes	No	No	Yes	No	No	No	No	2.0	Yes	fusion	No		1.0
VAV2	7410	ENST00000371850	NM_001134398.1	ENST00000371850	NM_001134398.1	2.0	Yes	Yes	No	No	Yes	No	No	No	No		No		No		2.0
WIF1	11197	ENST00000286574	NM_007191.4	ENST00000286574	NM_007191.4	2.0	Yes	No	Yes	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		1.0
ZBTB16	7704					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		
ZMYM2	7750					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
ZNF217	7764					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
ZNF384	171017					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	fusion	No		
ZNF521	25925					2.0	No	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		
ZNF703	80139					2.0	No	No	No	No	No	Yes	Yes	No	No		No		No		
ZNRF3	84133	ENST00000544604	NM_001206998.1	ENST00000544604	NM_001206998.1	2.0	Yes	No	Yes	Yes	No	No	No	No	No	2.0	Yes	TSG	No		1.0
ACKR3	57007					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
ACSL3	2181					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
ACSL6	23305					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
ACTB	60					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
ACVR2A	92					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
ADGRA2	25960					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
AFF3	3899					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
AJUBA	84962	ENST00000262713	NM_032876.5	ENST00000262713	NM_032876.5	1.0	Yes	No	Yes	No	No	No	No	No	No		No		No		2.0
APH1A	51107					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
APOBEC3B	9582					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		
ASMTL	8623					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
ASPSCR1	79058					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
ATG5	9474					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
ATP1A1	476					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		
ATP2B3	492					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
BAX	581					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
BCL9L	283149					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		
BRD3	8019					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
BRSK1	84446					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
BTLA	151888					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
BUB1B	701					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
CACNA1D	776					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene	No		
CAD	790					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
CANT1	124583					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
CBLB	868					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	Yes		
CBLC	23624					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, TSG	Yes		
CCDC6	8030					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
CCN6	8838					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
CCNB1IP1	57820					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
CCNB3	85417	ENST00000276014	NM_033031.2	ENST00000276014	NM_033031.2	1.0	Yes	Yes	No	No	No	No	No	No	No		No		No		2.0
CCT6B	10693					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
CD36	948					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
CDH11	1009					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
CHCHD7	79145					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
CHD2	1106					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	TSG	No		
CHD4	1108					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene	No		
CHIC2	26511					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
CHN1	1123					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
CILK1	22858					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
CKS1B	1163					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
CLIP1	6249					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
CLP1	10978					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
CNBP	7555					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
